track_id,title,artist_name,tempo,loudness,duration,timbre_mean_0,timbre_mean_1,timbre_mean_2,timbre_mean_3,timbre_mean_4,timbre_mean_5,timbre_mean_6,timbre_mean_7,timbre_mean_8,timbre_mean_9,timbre_mean_10,timbre_mean_11
TRAAAVO128F93133D4,Young Boy Blues,JennyAnyKind,146.765,-10.021,218.77506,45.28118597997137,41.843466380543646,13.441207439198855,-5.897699570815457,-36.956849785407734,-17.152761087267542,15.942054363376263,2.160402002861229,-8.567416309012875,5.158449213161661,-8.507494992846919,-14.012701001430619
TRAABCL128F4286650,The Urgency (LP Version),Wayne Watson,117.975,-7.545,245.21098,45.012354350567435,35.02433543505675,-20.16693190416143,-1.8129432534678436,7.13795460277427,-14.173428751576306,3.0859697351828492,-5.399431273644382,0.27896090794451456,-1.4522812105926868,0.4121185372005048,1.5649646910466604
TRAABDL12903CAABBA,La Culpa,Andy Andy,130.04,-6.632,226.35057,47.045202883625116,-5.3809639546858925,-25.39966529351183,2.2854809474768256,13.250282183316173,13.970698249227608,-33.240154479917656,-9.901876416065914,2.4477507723995893,4.29891349124614,-0.4781256436663247,1.54317507723996
TRAABJL12903CDCF1A,Auguri Cha Cha,Bob Azzam,137.334,-7.75,191.84281,45.5777625,38.467138888888954,-28.687716666666695,-5.574601388888886,-16.913551388888894,3.121205555555548,4.270954166666667,-22.19710833333334,7.616022222222218,5.704587500000003,-4.251809722222214,18.353301388888898
TRAABJV128F1460C49,Tonight Will Be Alright,Lionel Richie,125.197,-8.346,307.3824,45.74714769520231,44.70068391345252,22.545369708372544,9.91701787394168,10.745383819379112,-13.228768579492023,4.92211759172155,-4.376980244590786,20.30986265286923,2.3656001881467534,1.039252116650987,-2.4398955785512735
TRAABLR128F423B7E3,Floating,Blue Rodeo,119.826,-8.576,491.12771,42.38505159705155,-59.6561818181819,0.4323445945946023,12.455351965601974,-3.552084152334148,-6.1526025798525765,-3.130630221130211,-1.7272991400491393,3.04909705159704,-5.98316707616708,7.66150122850125,5.466884520884515
TRAABNV128F425CEE1,High Tide,Richard Souther,127.756,-16.11,228.5971,35.48100528541225,-4.825313953488373,16.110973572938693,31.514072938689225,-5.94831183932348,-8.912612050739954,7.224279069767435,-14.565455602537,-2.1360539112050745,-2.978947145877378,8.464552854122628,0.8011321353065541
TRAABRB128F9306DD5,Sohna Nee Sohna Data,Faiz Ali Faiz,99.273,-8.032,599.24853,45.62137048102789,53.55099671347487,62.73777950403346,34.631634299372564,-11.320418583806392,-6.442162234837172,6.661112638183448,6.9134944726620695,3.1778255153869206,14.895989841649243,2.9733952793546496,1.5260660292799515
TRAABVM128F92CA9DC,Caught In A Dream,Tesla,150.062,-5.271,290.29832,48.60558894230772,43.27674278846153,9.99578004807692,-6.111346153846142,-26.357084134615377,-11.007884615384613,11.55253846153846,1.2258725961538461,-5.831873798076922,0.07654567307692205,-1.129245192307693,2.087709134615386
TRAABXG128F9318EBD,Synthetic Dream,lextrical,138.331,-6.787,165.69424,47.35904166666666,-10.984938333333348,10.480469999999999,0.35098500000000044,0.9607666666666649,-10.495221666666664,-9.803131666666669,-18.684421666666662,0.606006666666667,-11.209004999999994,4.394291666666669,18.07691666666666
TRAABYN12903CFD305,Broken-Down Merry-Go-Round,Jimmy Wakely,86.186,-15.221,151.84934,36.83074473067912,-62.0501943793911,84.52387822014047,-7.671316159250582,-12.514955503512885,17.44380093676815,-27.674409836065553,-4.166974238875878,19.85132552693208,2.2029320843091327,-2.7108454332552685,2.0011733021077247
TRAABYW128F4244559,Kassie Jones,Alice Stuart,110.382,-8.514,220.78649,43.290770531400995,-28.055957729468624,33.27865579710142,5.102479468599033,-3.8434927536231878,3.719510869565214,-4.624478260869569,-4.257869565217385,8.609384057971017,1.4595785024154575,-3.0313381642512076,-0.3863224637681157
TRAACCG128F92E8A55,Setanta matins,Elena,111.874,-8.05,269.58322,44.59232561983473,-48.12702644628098,38.70220991735537,15.943457851239678,-33.046023140495876,3.8973586776859506,-24.887900826446277,-14.902047933884278,6.449555371900827,-2.998170247933886,3.629530578512396,-1.1233966942148748
TRAACER128F4290F96,Setting Fire to Sleeping Giants,The Dillinger Escape Plan,166.862,-4.264,207.77751,50.8983504867872,17.60930598052851,32.17199026425589,-1.4255841446453388,-25.238849791376893,-13.98278998609179,-0.06789568845618991,0.8029457579972183,-3.579361613351879,0.7273101529902646,-0.7454895688456191,-3.314773296244787
TRAACFV128F935E50B,James (Hold The Ladder Steady),SUE THOMPSON,137.522,-12.332,124.86485,40.913723364486,41.16877570093461,-7.810885981308407,1.3308018691588783,15.888274766355131,5.782510280373835,9.811364485981303,-13.426824299065432,7.0390448598130835,-3.888020560747665,-9.424267289719634,-1.7407626168224288
TRAACHN128F1489601,Made Like This (Live),Five Bolt Main,164.672,-5.908,225.09669,50.04975156249999,46.0625828125,54.045410937499994,-1.4937375000000006,-29.369218750000027,-13.813465625000003,-1.125621874999998,6.035243750000005,-7.262714062500002,1.3642999999999994,-2.1769687499999995,3.991990624999997
TRAACIW12903CC0F6D,Superconfidential,Clp,125.006,-6.486,338.31138,45.71612892561985,52.20153443526162,-34.029764738291945,32.84844793388435,-6.842352617079897,-19.320741046831934,16.564217079889822,10.78294049586782,-10.498666115702463,4.303568595041329,7.288491460055103,2.3284771349862257
TRAACLV128F427E123,I Think My Wife Is Running Around On Me (Taco Hell),Tim Wilson,90.022,-4.516,186.48771,50.4007567975831,11.421836858006044,27.60868429003018,-6.050217522658612,-9.014255287009052,-4.743209969788521,-16.194110271903305,-0.3737190332326281,14.5303006042296,-0.31638972809667715,-1.6906540785498485,13.171741691842907
TRAACNS128F14A2DF5,Spanish Grease,Willie Bobo,127.025,-9.616,168.25424,42.87678985507248,13.829226449275367,-5.3793387681159395,-0.8236032608695619,51.45401992753624,2.6856249999999977,-3.3475996376811623,11.13382608695652,-16.295072463768125,-1.569726449275362,-5.3032644927536206,-7.483139492753622
TRAACOW128F933E35F,Crazy Mixed Up World,Faye Adams,95.957,-18.051,156.39465,35.62461520737328,-93.52081566820279,69.4215599078342,4.164907834101385,-56.55454838709681,11.629288018433174,4.927052995391706,5.60717511520737,14.471990783410131,2.7334861751152078,-2.59249078341014,11.726589861751155
TRAACPE128F421C1B9,Do You Finally Need A Friend,Terry Callier,110.189,-11.939,342.56934,39.65967001114832,-41.01353065774801,12.142091415830532,-18.208865105908593,17.03069788182828,-11.884366778149383,-18.576122630992202,0.8869788182831654,7.269877369007801,0.720299888517281,-1.9815351170568578,-3.3194526198439256
TRAACQT128F9331780,The Emperor Falls,John Wesley,138.007,-15.335,484.62322,37.05057380191694,29.72155271565494,7.203179552715658,-2.5504619808306668,-53.391387859424846,-18.70558977635779,3.1203840255591007,-3.2765412140575063,8.470120766773157,2.159967412140575,3.2413859424920153,4.79053099041533
TRAACSL128F93462F4,Twist and Shout,The Shangri-Las,130.1,-10.922,164.80608,44.763875420875394,-17.45431986531989,68.73772222222223,-1.6118602693602693,-28.269173400673388,7.171151515151509,-39.71637205387203,-5.467117845117844,3.4785875420875434,-13.890787878787883,4.407089225589227,4.148462962962964
TRAACTB12903CAAF15,It Makes No Difference Now,Billie Jo Spears,160.839,-9.983,133.32853,43.48561382113825,37.05229878048782,86.39378658536587,15.441723577235791,-10.80520934959349,8.03778861788618,8.531613821138214,8.17764430894309,-1.7484308943089393,-1.3989532520325194,-3.6573556910569125,7.475168699186995
TRAACVS128E078BE39,Laws Patrolling (Album Version),Mike Jones (Featuring CJ_ Mello & Lil' Bran),41.993,-7.762,173.66159,45.7984,15.559580769230767,22.603005128205112,-2.8511153846153823,55.51477564102559,-2.9091628205128197,-1.3377948717948724,-12.905207692307696,8.746691025641022,5.113784615384613,-9.121748717948712,-20.991387179487212
TRAACZK128F4243829,¿Dónde va Chichi?,Sierra Maestra,189.646,-9.512,313.12934,45.47180939414571,18.34579918311778,27.634185159972755,7.891684138869966,4.6948080326753,-10.630646017699114,12.529840707964594,6.771701837985032,6.944563648740634,3.989129339686862,1.8950816882232808,10.27980462899933
TRAADDS128F425C68B,"Barking Dogs (From ""Piouhgd"")",Butthole Surfers,130.586,-9.063,450.84689,46.44048949320147,27.107954264524093,60.134713226205164,1.6688720642768866,-11.801295426452405,-22.296002472187883,5.794711372064277,5.452396168108774,5.359899258343646,8.331370210135953,-0.6489227441285534,6.1403195302843
TRAADED128F42741FD,OUTE ENA EFHARISTO,Despina Vandi,128.292,-8.879,303.09832,42.40523053892215,-33.01780439121758,47.92093113772452,11.93866467065867,7.492071856287433,4.571287425149704,-7.076493013972053,2.8380628742514924,2.133493013972055,-3.336139720558887,-3.70920758483034,1.178331337325351
TRAADEV128F9348C0A,Midnight Swim,Javier Navarrete,90.932,-17.699,128.83546,34.743271375464744,-68.39882156133825,41.31947955390333,-13.551468401486988,-34.75059851301116,-17.54823048327138,-33.82076579925651,0.23656877323420117,3.9061710037174704,2.983907063197029,6.8040780669145,10.725208178438667
TRAADHS12903CE70A9,In A Subtle Way,Jacob Young,89.667,-19.478,456.30649,30.117960907335917,-71.96013996138984,-54.868121621621576,4.282149131274134,9.037055501930501,-7.996366795366798,-12.155814189189211,-13.938539092664119,6.701585424710427,3.0418474903474895,0.5438093629343609,6.1315082046331995
TRAADIV12903CB15C1,Spin,Scarlet's Remains,115.061,-7.469,198.73914,48.99037082601052,-7.965736379613358,20.20832864674869,-13.481391915641481,-37.682388400703,-21.875852372583466,5.048411247803165,0.5368875219683654,5.627773286467485,-1.7110193321616884,-1.7149718804920917,-4.729557117750444
TRAADLH12903CA70EE,Burning In The Aftermath,The Suicide Machines,115.887,-2.022,95.68608,54.27527112676056,60.07509154929576,25.899838028169015,-4.936908450704231,-18.225471830985917,-22.237954225352105,-14.389204225352096,-0.5474401408450703,4.497165492957749,6.820232394366196,1.493823943661972,2.3770633802816894
TRAADLN128F14832E9,Angie (1993 Digital Remaster),The Rolling Stones,139.333,-10.358,271.49016,42.52464817001174,-0.5469799291617451,16.203906729633985,-0.8239374262101539,-6.60838961038961,-4.373746162927981,-7.628906729634009,-5.337744982290441,15.360658795749698,2.1595206611570275,-0.6930070838252658,5.48585242030697
TRAADLR12903CF8D7E,Sabor Guajiro,Roberto Torres,117.271,-12.716,226.66404,41.667444015444055,8.770217503217511,42.85784169884172,16.526507078507077,-2.7986821106821136,13.324535392535388,-13.154927927927938,-6.5854028314028294,8.102203346203364,2.1919073359073398,0.7142149292149287,-1.363822393822394
TRAADLX128F1469250,Human Cannonball,Loudon Wainwright III,102.428,-15.663,190.48444,36.59462781954885,-39.31561654135342,-32.18449248120304,-30.577351503759424,5.902674812030077,-12.383424812030077,-15.52644172932329,-6.386860902255637,0.5655300751879693,-2.3061766917293247,-1.7249586466165405,-2.0411729323308276
TRAADMH128F9343E59,Glory Be,R.L. Burnside,89.984,-6.944,277.78567,44.49832912621352,-10.611376699029124,-12.836033009708734,9.562244660194159,-26.084696116504826,12.093775728155336,5.172585436893202,-11.726634951456301,1.9971446601941754,-19.742083495145632,-0.6793980582524265,-3.0299514563106813
TRAADNA128F9331246,Crossfire,Stevie Ray Vaughan,116.721,-7.805,248.78975,46.110680437424115,12.972524908869996,33.54279586877277,13.134025516403401,1.898624544349943,-12.664482381530972,1.9212138517618464,0.5696695018226003,-0.2996865127582019,-0.6604434993924679,5.985202916160382,3.4418517618469013
TRAADOF12903CAA1C1,I Can't Be Satisfied,John Hammond,123.142,-10.7,195.3171,43.39859322033896,-17.55444198174707,1.367198174706648,3.0245097783572352,27.1728943937418,-15.213195567144721,2.6498513689700154,-5.005045632333771,10.441827900912653,2.8960534550195502,2.3921747066492838,6.2342490221642795
TRAADQX128F422B4CF,Nashville Parthenon,Casiotone For The Painfully Alone,141.919,-10.93,175.72526,39.84240449438199,-18.743576098059215,-19.223111338100058,64.55683963227791,-22.909183861082752,-9.606001021450446,-0.4873289070480121,2.2862808988763983,-26.90838508682331,-3.2672768130745715,-0.7662737487231909,-4.992233912155256
TRAADRN128F932D607,Cocain Ducks,Ec8or,95.596,-9.493,217.23383,44.185747851002915,129.17242693409716,34.734478510028644,-4.56728796561604,-18.053098853868192,-16.798624641833808,-7.818931232091706,4.271621776504301,14.490570200573055,10.570289398280789,-5.013243553008592,0.4635472779369637
TRAADVH128EF34DE7A,Human Being,The New York Dolls,154.953,-9.253,344.05832,46.41415249780897,5.203110429447858,62.36135144609991,3.1552497808939526,-23.807738825591585,-11.206177037686263,-0.5765661700262932,4.793955302366351,9.913108676599492,6.234965819456615,-4.804385626643293,-11.90214723926379
TRAADYB128F92D7E73,The More I See You,Eliane Elias,86.091,-12.009,251.42812,40.35772942502817,-65.06085794813967,-14.788490417136423,-4.0884374295377635,8.041413754227738,-12.128140924464505,-6.949984216459978,-5.407098083427281,5.715217587373168,3.226404735062005,4.29250281848929,5.530249154453218
TRAADYI128E078FB38,Certain Things We Do,Lost Boyz,90.218,-11.043,269.7922,40.55466022099449,54.36801381215458,-4.53412430939226,-2.6581491712707166,5.367616022099448,-15.339621546961318,-3.5572292817679547,6.446779926335173,2.197081952117862,9.476492633517505,-2.8194171270718242,1.516603130755064
TRAAEAM128F934B199,Forming,The Germs,133.144,-11.506,206.05342,44.45829333333334,-39.78363030303034,24.258129696969682,-10.255284848484846,15.017338181818205,-16.611593939393934,-9.420783030303028,-5.297106666666659,35.25961696969699,-3.0442993939393945,1.741856969696971,21.788706666666673
TRAAEDJ12903CCE390,Mafuá,Yamandu Costa,205.317,-14.179,190.04036,35.73102035623407,-130.92155852417304,-47.19222519083974,9.899301526717553,-7.941072519083967,-2.0501399491094126,-14.694625954198472,-18.196129770992385,9.760167938931296,7.22120610687023,6.682910941475835,10.52229134860051
TRAAEEH128E0795DFE,Driving Home For Christmas,Chris Rea,180.149,-8.531,241.162,45.34725519287845,-34.70754104846686,6.218766567754696,4.659389713155293,-8.195526211671613,-13.573366963402567,-6.235837784371911,-19.881421364985172,7.142582591493578,-1.9169258160237381,4.924852621167161,-0.580553907022751
TRAAELO128F9302DD1,Spooks In Space,Perrey And Kingsley,102.538,-8.541,122.64444,42.22351769087522,54.35092551210428,27.758562383612674,31.966297951582863,5.420428305400381,15.050584729981376,-23.672370577281196,1.1241955307262574,10.529955307262574,-2.174031657355678,-1.4779851024208568,-5.825318435754194
TRAAEMJ128F425A917,Tous Les Garçons Et Les Filles,Eurythmics,84.164,-6.629,207.0722,47.39116037735845,11.543894878706197,10.47191644204853,-5.908384097035044,-27.2877938005391,-10.438615902964951,13.494695417789748,5.794269541778975,10.442509433962266,1.780702156334231,-0.8066388140161725,18.784908355795157
TRAAENC128F1451DE9,Too Much Saturn,Francis Dunnery,124.175,-13.33,300.79955,39.603214611872154,2.540344292237443,18.571319634703226,-9.771763470319653,4.66405205479452,-3.5810493150684914,-11.318934246575338,-2.63098721461187,10.427088584474859,-0.25310319634703093,-1.380728767123287,19.029290410958925
TRAAENP128F147BF32,Movement 4 [from Kiss] (Album Version),John Cale,137.004,-12.412,228.46649,41.19628929986791,-27.65832496697492,34.43842404227214,18.25156803170411,-37.64588243064732,-19.874110964332893,-8.50872258916777,-5.1374029062087185,-4.568173051519152,1.3019009247027753,11.026837516512549,12.853191545574639
TRAAEOU128F9309DE0,Stream,Suzanne Ciani,106.33,-21.552,239.59465,33.5626023054755,-124.45875360230535,60.30988904899139,-1.2216412103746421,-18.509288184438056,-19.063514409221913,12.306038904899145,4.055090778097981,15.954219020172923,3.7444726224783826,-2.059188760806914,-5.873203170028823
TRAAERU128F930674F,Make Me Over,Vickie Winans,107.961,-8.686,228.93669,43.78374224343674,79.00710143198091,13.906686157517903,7.5494248210023915,22.011750596658697,3.9626491646778024,2.8910381861575174,2.8667016706443937,0.30919689737470274,3.483130071599042,-3.339482100238664,6.496285202863971
TRAAEUB12903CDD3EA,Deform (live),The Berzerker,174.287,-6.222,165.61587,50.2138582554517,50.7102056074766,32.0933769470405,-5.841711838006229,-38.6907990654206,-20.620303738317773,-11.002163551401859,1.8339797507788163,-0.9716448598130831,6.962183800623057,0.7864190031152659,-0.1909283489096569
TRAAEWG128F930B3A4,Wicker Chair,Kings Of Leon,116.823,-5.907,187.92444,46.65667063492063,46.172888888888906,27.03952182539683,-0.09857936507936499,9.675345238095225,-8.081696428571426,5.7943154761904765,11.75931150793652,-6.5709067460317465,2.5231884920634933,-2.398601190476192,3.780384920634919
TRAAEXM128F92D47C8,An ti chans',Edith Lefel,101.972,-4.638,276.50567,49.0217088709678,46.27616612903227,0.17103951612903678,19.36654596774195,29.960216935483867,-15.94931048387098,4.036518548387094,3.7562822580645214,14.13877983870965,7.464983870967743,6.505540322580645,7.5827733870967675
TRAAFEB128F92F8694,I Will Love Again (JJ's Club Radio),Taras,127.97,-5.884,200.25424,49.219119946091645,41.30784366576814,3.0078571428571417,6.355191374663063,8.410462264150945,-26.580940700808636,24.824594339622625,-1.6494070080862542,5.720080862533692,3.5191859838274944,0.4502237196765497,-5.365149595687331
TRAAFJW128F428A424,Stickin In My Eye,NOFX,152.622,-7.787,144.50893,45.92794097222223,41.80617187500005,21.52221875000002,3.878961805555553,-31.46646006944442,-17.1660798611111,1.3789322916666682,-3.3574861111111045,8.725296875000003,0.45324131944444623,2.872423611111111,6.403631944444443
TRAAFKJ12903D02552,Ota kiinni,Murskahumppa,110.787,-8.488,285.17832,47.649476043276636,21.290083462132912,34.82404791344667,-6.620092735703244,-27.53881298299843,-20.34519165378672,14.198768160741867,10.750522411128284,4.206471406491499,2.821831530139106,-1.953686244204013,11.376160741885613
TRAAFMS128F933AB23,Entre Caníbales,Soda Stereo,112.903,-9.603,246.69995,41.798043969849175,36.11701507537681,-0.030977386934669067,-0.6977977386934665,0.3277876884422124,-10.108551507537687,13.740167085427116,0.0997751256281416,-10.722702261306537,-6.603891959798996,0.8878718592964822,5.121706030150757
TRAAFON128F42926FB,Rosemary Recalls,Bruce Rowland,115.642,-26.266,84.03546,25.182688172043022,30.46304838709678,131.25029569892465,34.91494623655913,30.09028494623656,-25.165634408602134,36.05853225806453,15.673709677419351,-12.259091397849458,6.348290322580644,-4.371790322580646,-13.180924731182802
TRAAFRU128F9339158,Sudanese Dance,Xcultures,125.013,-6.305,273.52771,45.55089821289827,68.90563092463084,-19.613366744366747,16.724010101010087,10.457734265734276,-13.078050505050482,5.561925407925409,1.0061212121212106,-4.646525252525258,3.8264257964257995,8.997944055944059,4.542285936285936
TRAAFSM128F425A2C5,Where The Thunder Roars (Tales Of Wonder Album Version),White Heart,113.277,-9.998,298.84036,41.003511185682356,29.05042170022373,-10.47984787472034,1.6783646532438468,8.537457494407152,-18.994353467561506,-9.753757270693509,-5.620686800894857,6.110503355704704,1.7442930648769548,5.203691275167783,1.714209172259507
TRAAFUJ128F933F42B,Wanna Be A Player,Heavy D / McGruff,96.979,-9.161,161.38404,41.047482338611495,38.9277661388551,-22.67218635809985,35.262175395858726,4.580677222898903,11.988968331303285,-20.591398294762477,4.966841656516445,-12.673828258221658,12.276349573690617,-0.3389451887941523,-3.63636175395859
TRAAFYL128E07856A7,Panama (Remastered Album Version),Van Halen,140.995,-4.865,209.29261,50.278791147994454,30.829640387275223,8.205904564315347,-8.19256984785615,-6.215152143845099,-20.264396957123097,6.38278008298756,7.3668326417704035,7.721103734439835,3.0938423236514496,-1.5094080221300135,-1.696098201936377
TRAAGCZ128F93210FD,Let's Get It Started,Black Eyed Peas,105.206,-4.882,229.61587,46.17850517836585,30.330056386651346,6.248407364787123,-1.9132738780207137,1.0348331415420016,0.7057905638665107,-7.2605972382048405,8.316112773302649,-5.943281933256617,7.544478711162252,-3.7487203682393533,-3.7109194476409653
TRAAGEC128E079252C,Metal,Nine Inch Nails,63.017,-12.951,426.89261,40.379806306306286,-10.879386261261264,10.764813063063054,1.1120405405405391,-20.233439189189173,-0.6838997747747745,11.098130630630637,-5.457393018018019,10.813891891891881,-4.967994369369368,-0.44666666666666544,10.337548423423417
TRAAGGE128F9325E2C,She Fell Away (2009 Digital Remaster),Nick Cave & The Bad Seeds,144.603,-11.751,269.26975,40.35592647058826,-65.13704936974801,45.930730042016776,5.449427521008404,-44.31060399159665,-11.667593487394969,14.891071428571415,-1.8894621848739495,8.61787499999999,2.8818256302521017,-0.16597478991596615,-2.844278361344536
TRAAGHM128EF35CF8E,Next Time,Nadine Renee,167.92,-6.693,249.41669,45.04055254237281,5.606777401129945,-13.568360451977375,-8.141833898305086,17.119129943502845,-16.31727457627118,-3.2197649717514123,0.786314124293785,-7.137662146892644,-0.15671864406779673,-1.1346248587570635,-4.118725423728816
TRAAGJV128F1464090,It's My Party,Lesley Gore,129.122,-9.091,136.48934,45.11253668763103,58.18330188679253,29.653587002096454,-5.23695807127883,17.815159329140457,4.36803144654088,16.31408176100629,-1.3161027253668762,-0.5219433962264156,-0.8383123689727477,-8.012408805031434,8.086123689727462
TRAAGKF128F932D5A2,Complicate It,Smartbomb,132.022,-2.658,233.27302,52.36528258064513,70.55540387096771,15.269270967741944,-4.35131225806451,-9.545827096774195,-20.18607870967741,-17.293806451612905,4.870415483870976,3.6974283870967795,7.435247741935466,1.8833845161290312,-1.9168529032258084
TRAAGKQ128F92EAF39,Monde De Fou,Suburbs,183.92,-4.42,187.24526,50.64138203957382,2.591818873668188,10.165004566210056,-4.399449010654493,-6.9836590563165934,-10.60293607305937,-13.00423744292236,5.200820395738205,20.450015220700166,11.26010045662101,-3.078750380517504,0.9181476407914773
TRAAGKS128F9314884,Opus a Satana (Part 2),Emperor,89.867,-11.051,72.61995,45.82668749999999,-5.415234374999997,47.80461979166663,-6.528276041666667,4.317161458333335,-23.499421874999992,-6.277432291666668,-5.316427083333337,1.4184114583333312,-4.601989583333336,0.019250000000000007,9.808541666666661
TRAAGMJ12903CAD7D4,This Melody (Live),Julien Clerc,119.896,-9.97,272.63955,43.83267552602436,18.7380365448505,20.281911406423017,-10.97973200442968,-4.954042081949066,-9.55296788482836,-17.10799557032115,-2.4135160575858206,7.541380952380961,-4.657929125138423,-0.4352857142857144,7.532910299003319
TRAAGNL128F4299BF1,I'm Gone This Time,Glen Campbell,137.29,-11.335,142.75873,42.195905448718015,19.830240384615397,16.51961217948716,4.463315705128205,-5.542754807692306,-2.9097403846153846,1.390770833333334,-5.410262820512821,3.0196586538461596,5.432217948717951,0.03630769230769277,1.1217131410256413
TRAAGOH128F42593CE,You Feel Good All Over,T.G. Sheppard,82.343,-15.581,194.11546,37.173573275862076,-33.1179698275862,-17.950655172413793,-16.607142241379307,-18.47014224137934,-2.8488706896551736,-15.27424784482759,-8.780021551724138,18.62426939655172,-1.3109353448275847,-1.3644137931034492,8.12260344827586
TRAAGPF12903CE027E,Indian Love Call,Slim Whitman,91.487,-11.98,195.91791,41.71461938958709,-55.63911669658883,56.76617953321363,-3.313560143626576,-4.167653500897657,-13.24110951526032,-33.73843626570911,-9.717834829443447,2.7614524236983877,-4.130969479353677,7.330310592459614,10.17601974865351
TRAAGPH128F4273C8D,You Can Still Be Free,Savage Garden,84.69,-11.215,118.33424,43.8984012345679,29.623154320987656,25.046836419753095,-16.02207716049384,3.8406697530864173,-11.712151234567898,-26.67384567901235,-4.68716666666667,-9.682111111111109,-8.767098765432095,1.321641975308642,11.781120370370367
TRAAGPJ128F428CD1B,I Never Came,Queens Of The Stone Age,115.606,-8.165,288.41751,44.549139961389955,-27.497266409266434,-17.164877413127453,12.095530888030899,-28.325363899613905,-6.770463320463323,-4.091695945945946,-28.811904440154457,-0.04262065637065586,-0.5752046332046326,3.956009652509651,-0.7797297297297301
TRAAGUA128F93236E8,Dixie,Hank Penny & The Lincoln Penny Orchestra,126.523,-12.69,123.21914,37.16067857142856,15.82887723214286,0.4737991071428484,3.3116116071428556,12.638263392857152,12.727142857142866,-9.646910714285715,6.494647321428565,3.449756696428572,-4.5296361607142845,-5.477776785714282,4.34669642857143
TRAAGVF128E0789785,Commercial Reign,Inspiral Carpets,113.677,-8.7,283.76771,46.916740259740266,112.01851121605664,17.736785123966946,-1.4891664698937428,-31.693409681227866,-18.781350649350653,-5.704066115702478,-1.6025017709563163,6.090301062573788,6.394262101534827,-0.6966068476977565,2.819982290436839
TRAAGVM128E0784D95,Hourglass,Borialis,86.938,-5.758,239.3073,50.350596531792014,45.4693317919075,22.834816184971075,-6.205754913294797,-19.854971098265906,-16.60006589595375,5.210996531791906,1.5792358381502893,1.402595375722544,8.563202312138722,-4.0171583815028855,-1.4973225433525998
